rating	review	book_title	user	review_title
5	"The Da Vinci Code (Robert Langdon #2), Dan BrownThe Da Vinci Code is a 2003 mystery thriller novel by Dan Brown. It follows ""symbologist"" Robert Langdon and cryptologist Sophie Neveu after a murder in the Louvre Museum in Paris causes them to become involved in a battle between the Priory of Sion..."	The Da Vinci Code	Ahmad Sharabiani	The Da Vinci Code (Robert
1	No, I am not!No, I am not going to write a review about this piece of nonsense just because I had yet ANOTHER of those incredibly annoying conversations (in a bookstore to top it off!). No, I am not.Oh, for goodness sake! It is NOT a great book to broaden your cultural horizons, and whatever the...	The Da Vinci Code	Lisa	No, I am not
5	5 stars to Dan Brown's The Da Vinci Code. Most folks have seen the movie and probably not read the book. What a loss for them! That said, I know a lot of people don't enjoy Brown's books, believing he is too commercialized and over-exaggerated in his style. While I can understand why someone may...	The Da Vinci Code	James	5 stars to Dan Brown's
4	Dan Brown - image from USA Today A real page-turner, about a Holy Grail quest. It is replete with oodles of interesting little details about church history, the true meaning of the grail, secret societies through the ages, Opus Dei and architectural details. In this fast-paced adventure an Americ...	The Da Vinci Code	Will Byrnes	Dan Brown - image from
1	Impossibly complicated plot. Really, really, really bad writing. This book was forced upon me. I should have known better.	The Da Vinci Code	Ruth	Impossibly complicated plot
1	I've finally started reading that ever so controversial best-seller by Dan Brown. Actually, not reading it, listening to it while driving around Lansing, MI. This book seems to have changed the minds of many Catholics (my grandfather included) and Protestants alike. Granted, there have long been...	The Da Vinci Code	Maura	I've finally started reading that
5	Espaol - EnglishCuando sabe que lo asesinarn, Jacques Sauniere, deja una serie de pistas dirigidas a su nieta Sophie para que contacte a Robert Landon y le ayude a decifrarlas. El secreto podra cambiar por completo la historia de la humanidad.En mi pas, Repblica Dominicana, este libro caus...	The Da Vinci Code	Ninoska Goris	Espaol - EnglishCuando sabe que
5	..    :                 : ..      ...	The Da Vinci Code	Nayra.Hassan	
1	I downloaded the book and put it on my ipod and began to listen to it on a long road trip. I found it engaging and the plot twisted and turned, jumping from scene to scene, back and forth in time. Really kept the reader on her toes. I'm not sure if I liked it, the writing style was pretty crude,...	The Da Vinci Code	Wayne	I downloaded the book and
3	It's considered an unfair advantage using a cryptex box to solve this.	The Da Vinci Code	Steve	It's considered an unfair advantage
5	For the most part, it seems that people either passionately love this book or they passionately hate it. I happen to be one of the former. For my part, I don't see the book so much as an indictment of the Catholic Church in particular but of religious extremism and religion interfering in politic...	The Da Vinci Code	Robert	For the most part, it
1	Exciting news for the blind and partially-sighted community, as the publishers release a Braille version:	The Da Vinci Code	Warwick	Exciting news for the blind
2	For cheap supermarket fiction, this sure was cheap supermarket fiction. It would have helped if this was the first book I had ever read. Unfortunately, having read Curious George as a child (a towering work of literary genius by comparison), The DaVinci Code suffered perhaps unjustly.	The Da Vinci Code	Seth T.	For cheap supermarket fiction, this
1	"This book, and everything written by Dan Brown (to varying degrees), represent much of what I most dislike about pop literature. First of all, Mr. Brown, despite teaching English at Amherst College, is a bad writer. This is not to say that I am a good writer. But I recognize a person who can't ""s..."	The Da Vinci Code	Jeremy	This book, and everything written
1	This book is non-stop action.This book is non-stop action.This book is non-stop action.This book is non-stop action.This book is non-stop action.This book is non-stop action.This book is non-stop action.This book is non-stop action.This book is non-stop action.This book is non-stop action.This bo...	The Da Vinci Code	Joey	This book is non-stop action
3	Book Circle Reads 11Rating: 3 stars of five The Publisher Says: An ingenious code hidden in the works of Leonardo da Vinci. A desperate race through the cathedrals and castles of Europe. An astonishing truth concealed for centuries . . . unveiled at last.While in Paris, Harvard symbologist Robert...	The Da Vinci Code	Richard Derus	Book Circle Reads 11Rating: 3
1	"Caveat Academics!!!I won't belabor the obvious, as it's been done quite well by other reviewers, but I just couldn't stand not to add my own ""hear hear!"" to the fray. If you're going to create a character who is an expert, PLEASE PLEASE PLEASE make sure you check your facts! Whoever edited this d..."	The Da Vinci Code	CJ	Caveat Academics
1	Got about 15 pages in and couldn't continue for the tears of laughter and rage filling my eyes. Seriously, the writing is laughably bad, so bad I couldn't see straight. I had to put it down. No way am I going to willingly subject myself to torture.And yet, at times I do. That's led me to wonder w...	The Da Vinci Code	Jason Koivu	Got about 15 pages in
4	Illuminati and Club of Rome. Is Dan Brown illuminated or enlightened?He is a good researcher that is for sure.If you like Dan Brown.Check out Crooked Gold by Carl Knauf.	The Da Vinci Code	Leo .	Illuminati and Club of Rome
2	Memoirs of a Geisha is an American novel, and as such the attempt at West does East, especially on the complex and delicate subject of the geisha, is compelling, interesting, but also heavy-handed and ultimately ineffective (even more so in the case of the film). It is a wonderful introduction to...	Memoirs of a Geisha	Juushika	Memoirs of a Geisha is
3	Like eating fancy dessert at a gourmet restaurant, Memoirs of a Geisha is beautiful, melts lightly off the tongue and will be forgotten shortly after it's done. The language is strikingly lovely, and Golden paints a remarkable picture of a time and place. If you're looking to learn something deep...	Memoirs of a Geisha	Liz Lynch	Like eating fancy dessert at
4	Whatever our struggles and triumphs, however we may suffer them, all too soon they bleed into a wash, just like watery ink on paper.  Geisha Mineko Iwasaki basis for Chiyo/Sayori.Chiyo, with her sister Satsu, and her mother and father live in a shack by the sea on the coast of Japan. The shack...	Memoirs of a Geisha	Jeffrey Keeten	Whatever our struggles and triumphs,
2	So.. Memoirs of a Geisha. I'd been wanting to read that one for a very long time. I had heard so many good things about it. It's supposed to be awesome, and deep, and beautiful, right? Wrong. It's not. The writing was what bothered me the most. It's pretentious and superficial, and sloooooww and...	Memoirs of a Geisha	Sophia.	So
5	This book was wonderful. I absolutely love the movie, which I now need to watch! In many ways, this was a sad story for me. I would really like to read a biography of a geisha and watch a documentary to really look into their world.  We lead our lives like water flowing down a hill, going more or...	Memoirs of a Geisha	Melissa ♥ Dog/Wolf Lover ♥ Martin	This book was wonderful
3	"Damn if you aren't one of the most problematic things I've ever read, Memoirs of a Geisha.Like much of non-Asian America, I was swept up in the delight of reading this book in 2000. I was fifteen and precocious, and the narrative was arresting. I couldn't put the book down. I wrote this in 2000:""..."	Memoirs of a Geisha	T.J.	Damn if you aren't one
